time;total;exploitable;vols;memoire;retbdd
Thu May 03 21:21:16 CEST 2018;2089174;1674431;16186;5888;2471.0
Thu May 03 21:21:23 CEST 2018;2094851;1674445;16200;5856;2485.0
Thu May 03 21:21:30 CEST 2018;2100522;1679309;16235;5851;2499.0
Thu May 03 21:21:40 CEST 2018;2106202;1684203;16269;5853;2506.0
Thu May 03 21:21:59 CEST 2018;2111886;1689199;16317;5865;2508.0
Thu May 03 21:22:07 CEST 2018;2117555;1694085;16340;5848;2512.0
Thu May 03 21:22:12 CEST 2018;2123224;1694123;16372;5822;2550.0
Thu May 03 21:22:22 CEST 2018;2128903;1699066;16433;5834;2576.0
Thu May 03 21:22:32 CEST 2018;2134584;1703964;16470;5841;2591.0
Thu May 03 21:22:47 CEST 2018;2140279;1708996;16541;5896;2597.0
Thu May 03 21:22:50 CEST 2018;2145974;1709005;16549;5887;2606.0
Thu May 03 21:23:00 CEST 2018;2151673;1713947;16585;5906;2615.0
Thu May 03 21:23:11 CEST 2018;2157373;1718871;16631;5922;2637.0
Thu May 03 21:23:21 CEST 2018;2163068;1723785;16663;5928;2652.0
Thu May 03 21:23:38 CEST 2018;2168775;1728677;16703;5947;2665.0
Thu May 03 21:23:44 CEST 2018;2174477;1733575;16738;5958;2684.0
Thu May 03 21:23:52 CEST 2018;2180196;1738503;16771;5978;2694.0
Thu May 03 21:24:03 CEST 2018;2185906;1743413;16792;5990;2698.0
Thu May 03 21:24:20 CEST 2018;2191642;1748368;16846;6026;2704.0
Thu May 03 21:24:27 CEST 2018;2197388;1753295;16887;6054;2720.0
Thu May 03 21:24:35 CEST 2018;2203131;1758222;16914;6070;2724.0
Thu May 03 21:24:45 CEST 2018;2208878;1763134;16949;6087;2741.0
Thu May 03 21:25:00 CEST 2018;2214630;1768043;16983;6101;2754.0
Thu May 03 21:25:09 CEST 2018;2220385;1773070;17041;6135;2765.0
Thu May 03 21:25:12 CEST 2018;2226140;1773081;17051;6129;2776.0
Thu May 03 21:25:20 CEST 2018;2231897;1778005;17085;6149;2782.0
Thu May 03 21:25:32 CEST 2018;2237660;1782941;17120;6169;2794.0
Thu May 03 21:25:41 CEST 2018;2243416;1787842;17140;6180;2796.0
Thu May 03 21:25:51 CEST 2018;2249186;1792761;17180;6201;2806.0
Thu May 03 21:26:03 CEST 2018;2254958;1797666;17207;6213;2814.0
Thu May 03 21:26:13 CEST 2018;2260742;1802626;17247;6233;2828.0
Thu May 03 21:26:30 CEST 2018;2266516;1807548;17270;6239;2834.0
Thu May 03 21:26:40 CEST 2018;2272294;1812560;17319;6264;2834.0
Thu May 03 21:26:49 CEST 2018;2278075;1817482;17348;6268;2841.0
Thu May 03 21:26:56 CEST 2018;2283856;1820040;17355;6251;2850.0
Thu May 03 21:27:03 CEST 2018;2289639;1824941;17392;6261;2860.0
Thu May 03 21:27:11 CEST 2018;2295408;1829830;17418;6250;2865.0
Thu May 03 21:27:22 CEST 2018;2301187;1834742;17449;6239;2870.0
